,A.0_ID flood wave shape,A.1_Bmax,A.1_Brate,A.1_pfail,A.2_Bmax,A.2_Brate,A.2_pfail,A.3_Bmax,A.3_Brate,A.3_pfail,A.4_Bmax,A.4_Brate,A.4_pfail,A.5_Bmax,A.5_Brate,A.5_pfail,discount rate 0,discount rate 1,discount rate 2,0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,policy,model
7498,4.0,193.5011614840828,10.0,0.12136493048202444,35.7099470410954,1.5,0.1831715347049123,348.1445177300921,1.0,0.08116589190829156,316.0483139224267,1.5,0.2633462824349552,237.11060055077084,1.0,0.8656368912962181,3.5,4.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
7500,65.0,157.08711331921782,1.5,0.2915790214752228,41.82168255987755,10.0,0.4524980884280152,111.73037902441969,1.5,0.04362229082692012,275.1014754226651,10.0,0.27704075598293154,281.50535128795195,1.5,0.3878857588612283,3.5,1.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
7506,118.0,302.06114990847215,1.5,0.3792710773748049,104.45817145033294,1.0,0.2737283202205784,242.1466305711245,1.0,0.021666071327091068,333.83172527118165,1.5,0.18351987294303734,118.74477598250247,1.0,0.21227665464925527,3.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
7523,9.0,285.1158678635638,1.5,0.16587441748031048,195.24696463591687,1.5,0.5357866603732596,305.9170248027704,1.0,0.006888476767533215,336.2634824652941,1.0,0.8353321554376933,182.7265819373158,10.0,0.4299290944005568,1.5,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
7527,47.0,187.59317067858814,1.0,0.5398060220004662,301.26076210457944,1.5,0.7378110893682971,349.9910778529197,1.0,0.09801749645331638,173.49423599038792,1.0,0.7999437520301064,241.3081515839917,10.0,0.4838255457800245,4.5,2.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
7548,71.0,80.58337583306171,1.0,0.01060562756559268,247.4818727883404,10.0,0.529783485782242,59.97549967229046,10.0,0.09744592472235747,305.69361617306714,1.5,0.3764863374544353,256.6230278589253,1.0,0.09826364073304822,3.5,1.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
7552,99.0,79.07738515199752,1.5,0.5361991184506479,179.7915023186842,10.0,0.24976599603223898,178.19821228327743,1.5,0.019199328670836298,268.7631471997128,1.0,0.21019551513957996,195.48771888869632,1.0,0.5705164934335339,4.5,4.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
7555,41.0,282.0665210300132,10.0,0.43546053283561786,335.4667187115258,1.5,0.14695799461966105,295.29263534163584,10.0,0.1040409297579514,174.97546164156742,10.0,0.9499854527526578,320.62185977891636,10.0,0.3732354570498282,1.5,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
7558,93.0,233.73564544797586,1.0,0.2863809911023301,258.50509730930924,10.0,0.15028115863074898,316.0047792462176,10.0,0.09720296273789356,150.09569592861598,1.5,0.4280923805238829,215.50896517166032,10.0,0.3982213772165684,1.5,4.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
7561,82.0,164.2312100978104,10.0,0.02078027586017429,65.43798411382423,1.0,0.5158105387984077,167.2499883222216,1.5,0.032812298820014345,269.18544923953505,1.5,0.7064751839119222,236.28790733516044,10.0,0.7967783169457698,3.5,4.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
7593,100.0,226.47526845541023,1.5,0.04463328666411105,58.22381709190732,1.5,0.40166923498753226,281.0721980309209,1.0,0.07700429526346389,283.9334835749419,1.5,0.002848207157642831,216.6635650653592,10.0,0.9750215983940173,3.5,4.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
7600,1.0,264.1390371953671,1.5,0.32601930351264186,39.854262615128064,10.0,0.5125320194329485,157.99414594181073,1.0,0.10760355322597852,135.03217872163222,10.0,0.397818592789896,110.45211534503372,10.0,0.7090422767098645,2.5,3.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
7610,94.0,192.6412401506623,10.0,0.07935307732923706,287.91546473255414,1.5,0.5445449238780949,261.7346929412044,1.5,0.04835688294151132,224.1510338157269,1.0,0.11644792174705992,225.0521034389718,1.5,0.7995930859528672,3.5,2.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
7627,99.0,47.98403666410533,1.5,0.30652581462767803,307.61649093399217,1.5,0.7531932114814535,121.20240196520835,10.0,0.022311596943721597,84.80252908445523,10.0,0.2919281198947001,33.82738103498478,10.0,0.1148813952636714,4.5,4.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
7632,81.0,337.4816045698055,10.0,0.1966548770297992,235.43861640361493,10.0,0.8193408626838959,192.57275185515138,1.5,0.020066988118263424,247.36455497905547,1.5,0.5306925430159959,66.78294850253883,10.0,0.7489734365846265,3.5,4.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
7674,108.0,89.79406942723385,1.0,0.30439750159225204,249.37682373601842,1.5,0.4079096289263607,263.0385233989836,1.5,0.11507842489805695,280.67845154120243,1.0,0.5046641356952934,290.0366238530565,1.5,0.9064159053449824,4.5,3.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
7678,6.0,69.16234874401273,1.0,0.4209188171407411,34.56783008162902,1.0,0.5565527764628357,44.31004862808975,1.0,0.031986528346188065,171.5941589307114,10.0,0.5413573093403172,294.42276636336436,10.0,0.21135540465949973,3.5,3.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
7681,64.0,113.95222326553879,10.0,0.31408439038082303,246.3883690673312,1.0,0.8565793353106061,341.21572895369235,1.0,0.1079292201222376,52.168144382727775,1.0,0.22122447701468415,289.7090397086149,1.0,0.8059801254293499,4.5,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
7717,78.0,275.57271135253245,1.5,0.12391517123539,295.6127499629836,10.0,0.07555337112102324,256.32131412121714,10.0,0.013577580985805294,191.36700995329255,1.5,0.020955305051329448,176.73473662167945,10.0,0.8451855412282842,3.5,2.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
7749,73.0,288.03913116270405,1.5,0.4296608773270273,56.9513550501072,1.5,0.20551303482105693,313.65310422862046,1.5,0.003175224681893276,53.94438077686102,1.0,0.05480228075808715,273.7282666748252,1.0,0.26175487822744153,2.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
7762,107.0,81.81799454337097,1.0,0.07003326878121835,161.07245333963462,1.5,0.7863661300823815,289.36328045691414,10.0,0.11548842691457925,275.00430852415843,1.0,0.4555540716936583,224.64199359855075,1.0,0.4720869819213052,1.5,1.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
7770,82.0,290.03304957433517,1.5,0.17120862633862322,149.00388970192782,10.0,0.7975407264329645,300.21683648665294,1.5,0.05065400619078564,184.2528282134317,1.0,0.17087377658292188,69.3021396314201,1.0,0.9038322012067952,2.5,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
7789,116.0,295.3729728660361,1.0,0.430238398529501,182.17461449436703,10.0,0.7719537828590977,158.01724880880292,1.5,0.0699411317165267,209.81261315995502,1.0,0.36841092185152025,172.59012739866523,10.0,0.0703734968798685,2.5,3.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
7792,64.0,115.10117005137757,10.0,0.1703863543584237,289.59332464873177,1.5,0.4192846637926754,253.94840466006627,1.0,0.09928102488570856,227.06694089264238,1.5,0.5872476111508836,86.84666911069115,1.0,0.17537863744391213,3.5,1.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
7798,61.0,91.38575825132965,10.0,0.2622173630481883,62.10900886040592,1.5,0.32238596343828824,108.9397435712842,1.0,0.048841796291495314,189.38116360460404,1.0,0.15449349969343007,189.29909400574647,1.0,0.30758214574814874,2.5,4.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
7826,106.0,307.9587361098638,1.0,0.2836493147989059,319.59418795243994,1.5,0.3200969619928178,313.6127816984074,1.5,0.007610985638017673,138.11330420507394,1.5,0.5825946818880392,321.42679715383343,10.0,0.9995413574480864,1.5,1.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
7838,106.0,75.45697776650545,10.0,0.20557884417156524,94.219573546236,1.5,0.22106610605793825,125.5888614952301,1.0,0.05818529333204536,174.36218384414525,10.0,0.7990852108059322,154.75664839222202,10.0,0.2594014479557676,2.5,3.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
7871,105.0,236.44331755386182,1.0,0.4288212716026944,330.2085756429338,1.5,0.40617114845926905,281.64460210844106,1.0,0.03167480246727035,42.91332808430585,1.5,0.84714216983632,58.52571079371202,1.5,0.1038839163630708,3.5,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
7875,25.0,116.34811340165636,1.5,0.08309183200654759,117.24385874146546,1.5,0.3087484642239989,214.17513027623013,1.5,0.06877232329751201,88.93403787022993,1.5,0.20049024676675267,43.10248218810655,1.0,0.1028997571468202,4.5,4.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
7876,122.0,89.15624942587844,10.0,0.4603024726700422,192.6880325337547,1.5,0.18092877241949326,289.2630542757236,1.0,0.0029050949545286644,315.2330320812647,1.5,0.9043939592368064,80.87597242617245,1.0,0.20798012708228425,3.5,4.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
7895,5.0,270.2989243368449,1.0,0.3116151158123344,63.301240834890315,10.0,0.6976974992864367,82.73598532868877,1.5,0.002537954968627746,224.99757624325628,1.5,0.6478928594412433,115.14512300056779,10.0,0.8814749964378824,1.5,4.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
7906,54.0,288.2192048060283,1.0,0.3488272701946296,280.0803713468496,10.0,0.7361100262988757,128.44118811494496,10.0,0.03485137873203974,282.4127574367096,10.0,0.05629969610205725,211.11899288233798,10.0,0.5501720496899717,2.5,1.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
7909,7.0,313.3401658531897,1.5,0.4226561430138284,94.30719362536682,1.0,0.8798259431349533,51.067307847843196,1.0,0.006566738960931725,307.75795787450784,10.0,0.4788877192930142,101.97342054406477,1.0,0.6056253635619704,3.5,3.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
7932,42.0,323.7629204128565,1.0,0.5590492019715501,94.06360391075876,1.5,0.1250103649142325,323.9062166422714,1.5,0.06020316114741329,206.45195153241815,1.0,0.7285808005693346,161.66429396832018,1.5,0.00549735514044563,2.5,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
7942,73.0,286.38591026390253,1.5,0.03880566550556242,112.26372317078709,10.0,0.22134578178137895,260.96880463560376,1.0,0.053231553105290826,290.88957859763,1.0,0.6299607466031003,270.2447527872278,10.0,0.14553897699835516,3.5,3.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
7949,91.0,113.75641659846069,1.5,0.2446958702444267,47.77892124323077,10.0,0.3191944491043383,133.11142618222212,10.0,0.1051274545779554,146.32958570703425,1.0,0.0038254492191547584,211.49515563413482,10.0,0.8423278313686635,2.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
7950,76.0,189.76952239337442,1.5,0.015186225492865585,108.91262329298277,1.5,0.9639036887565776,314.6837708864168,1.0,0.0206590039704517,99.3861558827877,1.5,0.90088687498274,65.0193273119197,1.0,0.08704717914796806,1.5,4.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
8004,35.0,309.0749544648892,10.0,0.25322418096317195,144.7955353333343,10.0,0.8934075641666934,220.04701845801162,1.0,0.1072114477954288,60.60234545631609,1.5,0.14629391504635025,279.1992810970729,10.0,0.4792694835424559,3.5,3.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
8008,24.0,288.2971967596501,10.0,0.43104634660326296,38.152230711175115,1.5,0.786135352360607,131.47663528289866,1.5,0.07740385112705016,87.97089976347866,10.0,0.568214203936646,339.90136973440843,1.5,0.7336725820512583,1.5,1.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
8026,81.0,174.9732028719912,1.5,0.1690748602519718,208.84911613025884,1.0,0.421908951398409,134.39982493949395,1.0,0.10862581931280872,181.29775134434792,10.0,0.3708941529426789,133.3846385333971,10.0,0.5611174688886611,4.5,1.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
8030,83.0,116.75526464156772,10.0,0.3970065989002658,59.295495593634634,1.5,0.5084780680165006,128.04922453453466,1.5,0.1109897195566798,239.63591661791398,1.0,0.8923648260030876,347.56973851145995,1.0,0.8541215685897211,1.5,3.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
8065,82.0,272.04083402841604,1.5,0.13160305603991634,77.58722691760669,1.5,0.8691761420822673,303.04099048252135,10.0,0.005838181064125704,54.05536706014522,10.0,0.2496572741379096,46.65017820020758,1.5,0.09609827937187038,2.5,4.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
8071,94.0,325.5483324938617,1.0,0.05315146421019473,48.07446047193743,1.5,0.5819490209087952,317.3248940410021,1.5,0.052015214782741966,216.30990754977685,1.0,0.09970073490075676,290.8314184558548,10.0,0.6628488278956988,3.5,1.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
8075,40.0,262.45233342008794,1.5,0.4238709114850346,221.58795838161484,1.0,0.1911512667018017,135.14089999488544,1.0,0.031485114293769725,57.24598764299912,1.0,0.07714393151941748,106.65782444788607,1.0,0.4975234317133191,4.5,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
8083,54.0,124.77399233932492,1.5,0.06137214713619716,119.27820924134838,1.5,0.5375881325804052,193.23974409814102,1.5,0.07716989487491209,233.456858318784,10.0,0.1944643000404513,321.30746580794585,1.0,0.708165791530792,3.5,1.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
8085,126.0,275.5310348418764,1.5,0.30572219184238264,223.00843094976162,1.0,0.8725664656026025,233.59152059283505,10.0,0.0868147951077766,235.40599620029943,10.0,0.9424503847718448,312.3305694045896,1.5,0.9484498846005656,2.5,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
8103,69.0,198.19049174978974,1.5,0.4016255806485626,281.77691532804835,10.0,0.8996369780093816,207.2604902264817,1.0,0.036475888361075084,136.83694654240128,10.0,0.7463764336879577,68.83040592139594,10.0,0.5303209914550643,2.5,4.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
8115,59.0,248.7929483273494,1.0,0.02011009074319121,223.2271038722881,1.0,0.4603241977343896,195.88695400478238,1.0,0.019605921726554343,107.23226422899715,1.5,0.4197364327891063,136.35069177501228,10.0,0.4094569021871425,4.5,3.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
8122,64.0,188.0052842744997,1.0,0.06970708287661391,110.2849047773005,10.0,0.7083477128506288,345.3989315843285,10.0,0.0790072780369428,279.39289305137817,1.0,0.3445913882259677,90.95731174436293,1.5,0.6963757722691803,3.5,3.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
8168,128.0,288.6220988233814,1.5,0.5216569612720414,277.6720256773512,10.0,0.4822054849595446,177.74290351201745,1.5,0.03950244254368797,112.63114195345696,10.0,0.35374144596824925,329.3924748862635,1.5,0.8517157876013619,4.5,3.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
8210,9.0,207.7444456244912,10.0,0.21923741227270904,344.5072904329744,10.0,0.07018626799026381,147.28572478237632,1.0,0.015612892877437357,129.40528581580534,10.0,0.3250374977612316,178.82618143132493,1.0,0.5711605585837323,2.5,3.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
8232,8.0,321.0914559902504,1.5,0.05880799122874757,135.08760523094452,10.0,0.5844637835223025,260.3659217585197,1.0,0.09581723341624884,55.77899883423388,10.0,0.2637464880054033,123.55148864785464,10.0,0.013446827922851777,2.5,2.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
